date,open,high,low,close,volume,adjrate
1998-06-29,14.055501,14.366463,13.90002,14.210982,6307500,0.49754
1998-06-30,14.148789,14.148789,13.806731,13.837827,1537600,0.49754
1998-07-01,13.806731,13.931115,13.495768,13.868923,593100,0.49754
1998-07-02,13.806731,13.806731,13.557961,13.775635,563600,0.49754
1998-07-06,13.775635,13.775635,13.495769,13.526865,616800,0.49754
1998-07-07,13.526864,13.557961,13.40248,13.464672,623500,0.49754
1998-07-08,13.464672,13.557961,13.433576,13.557961,392300,0.49754
1998-07-09,13.495768,13.526865,13.309191,13.433576,293100,0.49754
1998-07-10,13.433576,13.433576,13.091517,13.433576,384300,0.49754
1998-07-13,13.309191,13.402479,13.091517,13.371383,385500,0.49754
1998-07-14,13.340287,13.495768,13.184806,13.433576,668400,0.49754
1998-07-15,13.371384,13.40248,13.215903,13.40248,232800,0.49754
1998-07-16,13.340287,13.371383,13.184806,13.246998,403600,0.49754
1998-07-17,13.246998,13.246998,13.091517,13.184806,543500,0.49754
1998-07-20,13.091517,13.122613,12.936036,13.091517,542000,0.49754
1998-07-21,13.029325,13.091517,12.873844,12.936036,218800,0.49754
1998-07-22,12.967132,12.967132,12.811651,12.967132,506500,0.49754
1998-07-23,12.967132,13.122613,12.967132,13.091517,446200,0.49754
1998-07-24,12.998229,13.029325,12.936037,12.998229,515800,0.49754
1998-07-27,12.936036,13.060421,12.842748,13.029325,384800,0.49754
1998-07-28,12.967132,13.029325,12.625074,12.811651,816900,0.49754
1998-07-29,12.718362,12.811651,12.469592,12.687266,522200,0.49754
1998-07-30,12.625074,12.90494,12.593977,12.811651,467900,0.49754
1998-07-31,12.811651,12.811651,12.438496,12.531785,386800,0.49754
1998-08-03,12.438496,12.500689,12.220823,12.376304,649200,0.49754
1998-08-04,12.283015,12.283015,11.816572,11.972053,617600,0.49754
1998-08-05,12.065342,12.500689,12.003149,12.500689,501300,0.49754
1998-08-06,12.500688,12.500688,12.189726,12.314111,568500,0.49754
1998-08-07,12.251919,12.345207,12.065341,12.15863,351500,0.49754
1998-08-10,12.189726,12.438496,12.189726,12.314111,749400,0.49754
1998-08-11,12.189726,12.220822,11.940956,12.034245,358400,0.49754
1998-08-12,12.034245,12.500689,12.003149,12.500689,399000,0.49754
1998-08-13,12.376304,12.469592,12.283015,12.4074,206500,0.49754
1998-08-14,12.283015,12.376303,12.189726,12.314111,195700,0.49754
1998-08-17,12.438496,12.593977,12.345207,12.562881,520500,0.49754
1998-08-18,12.531785,12.562881,12.314111,12.438496,450900,0.49754
1998-08-19,12.4074,12.4074,12.251919,12.376304,302700,0.49754
1998-08-20,12.438496,12.500688,12.376303,12.469592,631900,0.49754
1998-08-21,12.376304,12.562881,12.345207,12.562881,459000,0.49754
1998-08-24,12.625074,12.749459,12.593978,12.625074,377900,0.49754
1998-08-25,12.65617,12.811651,12.625074,12.811651,585800,0.49754
1998-08-26,12.749459,12.780555,12.687267,12.749459,346000,0.49754
1998-08-27,12.749458,12.873843,12.718362,12.718362,723600,0.49754
1998-08-28,12.749459,12.749459,12.65617,12.749459,346100,0.49754
1998-08-31,12.718362,12.718362,12.376304,12.65617,1312100,0.49754
1998-09-01,12.531785,12.593977,12.220822,12.593977,446000,0.49754
1998-09-02,12.469592,12.500688,12.251918,12.469592,1301000,0.49754
1998-09-03,12.345207,12.469592,12.220822,12.438496,267200,0.49754
1998-09-04,12.500689,12.562881,12.345208,12.500689,359300,0.49754
1998-09-08,12.469592,12.593977,12.314111,12.593977,198700,0.49754
1998-09-09,12.593977,12.593977,12.438496,12.562881,216700,0.49754
1998-09-10,12.500688,12.625073,12.438496,12.593977,327200,0.49754
1998-09-11,12.500689,12.65617,12.4074,12.625074,232300,0.49754
1998-09-14,12.687266,12.811651,12.625074,12.811651,290300,0.49754
1998-09-15,12.718362,13.153709,12.718362,13.091517,324900,0.49754
1998-09-16,13.060421,13.15371,12.967133,13.15371,1183500,0.49754
1998-09-17,13.035037,13.161285,13.003475,13.098161,1643800,0.504989
1998-09-18,13.066599,13.319094,13.035037,13.287532,341900,0.504989
1998-09-21,13.287532,13.350656,13.161285,13.287532,278200,0.504989
