date,open,high,low,close,volume,adjrate
2000-04-05,10.834153,11.768132,10.694056,11.581336,68703000,0.747183
2000-04-06,11.487938,11.86153,11.39454,11.628035,15301000,0.747183
2000-04-07,11.487938,11.628035,11.301142,11.441239,13486200,0.747183
2000-04-10,11.534637,11.581336,11.39454,11.534637,5637200,0.747183
2000-04-11,11.441239,11.487938,11.254443,11.301142,5425900,0.747183
2000-04-12,11.39454,12.515314,11.301142,12.095024,10846600,0.747183
2000-04-13,12.141723,12.888906,11.908228,12.70211,10626100,0.747183
2000-04-14,12.655412,12.702111,11.814831,11.86153,9500300,0.747183
2000-04-17,11.954927,12.28182,11.954927,12.048325,3522200,0.747183
2000-04-18,12.095024,12.188422,11.581336,12.048325,5422400,0.747183
2000-04-19,12.095024,12.095024,11.768131,11.954927,5348800,0.747183
2000-04-20,11.768132,11.908228,11.487938,11.534637,6912000,0.747183
2000-04-24,11.581336,11.954928,11.534638,11.908229,3114800,0.747183
2000-04-25,11.908228,12.095024,11.861529,11.954927,7407400,0.747183
2000-04-26,11.908228,12.001626,11.861529,12.001626,5941700,0.747183
2000-04-27,11.908229,11.954928,11.581336,11.908229,2484900,0.747183
2000-04-28,11.908229,12.608713,11.487938,12.375218,6218800,0.747183
2000-05-01,12.795508,13.449293,12.608712,13.449293,5887100,0.747183
2000-05-02,13.1691,13.402595,12.982304,13.309197,3132600,0.747183
2000-05-03,13.262498,13.309197,12.888906,13.075702,1981800,0.747183
2000-05-04,12.982304,13.075702,12.095024,13.075702,3429800,0.747183
2000-05-05,12.888906,13.309197,12.74881,13.122401,1821500,0.747183
2000-05-08,13.355895,13.869583,13.309196,13.449293,2897500,0.747183
2000-05-09,13.58939,13.729487,12.515314,12.795508,4234300,0.747183
2000-05-10,12.702111,13.309197,12.702111,13.122401,3283500,0.747183
2000-05-11,13.169099,13.682788,12.982304,13.449293,2997400,0.747183
2000-05-12,13.542691,13.869584,13.495992,13.776186,1927200,0.747183
2000-05-15,14.196476,14.383272,13.916282,14.149777,2696800,0.747183
2000-05-16,14.196476,14.616766,14.056379,14.243175,4982700,0.747183
2000-05-17,14.243175,14.710164,13.729487,14.243175,1577200,0.747183
2000-05-18,14.196476,14.289874,13.962982,14.138107,2858600,0.747183
2000-05-19,13.822885,13.822885,13.355895,13.58939,3832600,0.747183
2000-05-22,13.636089,13.729487,12.982304,13.636089,1712700,0.747183
2000-05-23,13.636089,14.196476,13.636089,14.103078,2093900,0.747183
2000-05-24,14.103079,14.570068,13.916283,14.47667,1573100,0.747183
2000-05-25,14.429971,14.47667,14.00968,14.336573,1732700,0.747183
2000-05-26,14.289875,14.803563,14.149778,14.756864,2644600,0.747183
2000-05-30,14.89696,15.037057,14.570067,14.850261,3229000,0.747183
2000-05-31,14.850262,15.317251,14.47667,15.317251,3549600,0.747183
2000-06-01,15.270552,15.31725,14.89696,14.943659,2878400,0.747183
2000-06-02,15.690842,15.737541,15.223853,15.690842,3446100,0.747183
2000-06-05,15.317251,15.597445,15.223853,15.36395,2376300,0.747183
