date,open,high,low,close,volume,adjrate
1980-03-17,0.559105,0.581175,0.559105,0.559105,375600,0.058853
1980-03-18,0.559105,0.581175,0.559105,0.573818,429000,0.058853
1980-03-19,0.573818,0.581175,0.573818,0.573818,223200,0.058853
1980-03-20,0.573818,0.588532,0.573818,0.581175,207200,0.058853
1980-03-21,0.581175,0.588532,0.573818,0.581175,305600,0.058853
1980-03-24,0.581175,0.581175,0.566462,0.566462,385400,0.058853
1980-03-25,0.566462,0.573819,0.559105,0.566462,206600,0.058853
1980-03-26,0.566461,0.581175,0.566461,0.573818,131600,0.058853
1980-03-27,0.566462,0.566462,0.544392,0.551749,380400,0.058853
1980-03-28,0.551748,0.566462,0.551748,0.559105,234000,0.058853
1980-03-31,0.559105,0.573818,0.559105,0.573818,172200,0.058853
1980-04-01,0.573818,0.603245,0.573818,0.603245,1267800,0.058853
1980-04-02,0.603245,0.617958,0.603245,0.603245,236400,0.058853
1980-04-03,0.603245,0.617958,0.603245,0.617958,199400,0.058853
1980-04-07,0.617958,0.617958,0.595888,0.603245,250200,0.058853
1980-04-08,0.595888,0.595888,0.581175,0.595888,513600,0.058853
1980-04-09,0.595888,0.617958,0.588531,0.617958,222800,0.058853
1980-04-10,0.617958,0.640028,0.617958,0.640028,970200,0.058853
1980-04-11,0.640028,0.647385,0.640028,0.647385,209000,0.058853
1980-04-14,0.647385,0.647385,0.632671,0.640028,156600,0.058853
1980-04-15,0.640028,0.640028,0.625315,0.625315,151400,0.058853
1980-04-16,0.632671,0.647385,0.632671,0.640028,350000,0.058853
1980-04-17,0.640028,0.654742,0.640028,0.647385,300200,0.058853
1980-04-18,0.647385,0.669455,0.647385,0.647385,306800,0.058853
1980-04-21,0.647385,0.662099,0.647385,0.654742,212000,0.058853
1980-04-22,0.654742,0.654742,0.647385,0.647385,275400,0.058853
1980-04-23,0.647385,0.662099,0.647385,0.654742,490800,0.058853
1980-04-24,0.654741,0.669455,0.647385,0.662098,412400,0.058853
1980-04-25,0.662098,0.662098,0.654741,0.662098,951200,0.058853
1980-04-28,0.662099,0.669455,0.654742,0.654742,237600,0.058853
1980-04-29,0.654741,0.669455,0.654741,0.662098,187800,0.058853
1980-04-30,0.662098,0.662098,0.654741,0.662098,185400,0.058853
1980-05-01,0.662098,0.669455,0.654742,0.669455,141200,0.058853
1980-05-02,0.669455,0.676812,0.662099,0.676812,503000,0.058853
1980-05-05,0.676811,0.684168,0.669455,0.684168,233400,0.058853
1980-05-06,0.684169,0.684169,0.676812,0.676812,310200,0.058853
1980-05-07,0.684168,0.698881,0.684168,0.698881,513600,0.058853
1980-05-08,0.698881,0.698881,0.684168,0.684168,322800,0.058853
1980-05-09,0.684169,0.691525,0.676812,0.676812,166200,0.058853
1980-05-12,0.676812,0.684169,0.669455,0.676812,176400,0.058853
1980-05-13,0.676811,0.691525,0.669455,0.684168,157200,0.058853
1980-05-14,0.684168,0.706238,0.684168,0.706238,300800,0.058853
1980-05-15,0.706238,0.706238,0.698881,0.706238,183800,0.058853
1980-05-16,0.698881,0.698881,0.684168,0.698881,191600,0.058853
1980-05-19,0.698882,0.698882,0.684168,0.691525,155600,0.058853
1980-05-20,0.691525,0.691525,0.676812,0.676812,310800,0.058853
1980-05-21,0.676812,0.691525,0.676812,0.691525,365000,0.058853
1980-05-22,0.691525,0.691525,0.676812,0.691525,984000,0.058853
1980-05-23,0.669455,0.669455,0.647385,0.662098,532400,0.058853
1980-05-27,0.662099,0.662099,0.647385,0.654742,404000,0.058853
1980-05-28,0.654742,0.662099,0.647385,0.654742,657600,0.058853
1980-05-29,0.654741,0.669455,0.654741,0.662098,1818800,0.058853
1980-05-30,0.662098,0.669455,0.654742,0.669455,523400,0.058853
1980-06-02,0.669455,0.669455,0.662098,0.662098,219000,0.058853
1980-06-03,0.662098,0.669455,0.654741,0.662098,243000,0.058853
1980-06-04,0.662098,0.669455,0.654741,0.662098,242000,0.058853
1980-06-05,0.662098,0.676812,0.662098,0.669455,452000,0.058853
1980-06-06,0.669455,0.684168,0.662098,0.684168,666000,0.058853
1980-06-09,0.684168,0.691525,0.676811,0.684168,176400,0.058853
1980-06-10,0.684168,0.691525,0.676811,0.684168,452600,0.058853
1980-06-11,0.684169,0.684169,0.625315,0.676812,254600,0.058853
1980-06-12,0.676812,0.684169,0.669455,0.676812,229200,0.058853
1980-06-13,0.676811,0.706238,0.669454,0.698881,644600,0.058853
1980-06-16,0.698881,0.713595,0.691525,0.706238,423200,0.058853
1980-06-17,0.706238,0.720951,0.706238,0.720951,285200,0.058853
1980-06-18,0.720952,0.720952,0.706238,0.713595,557400,0.058853
1980-06-19,0.713595,0.713595,0.706238,0.706238,450800,0.058853
1980-06-20,0.706238,0.720952,0.698882,0.713595,266000,0.058853
1980-06-23,0.713595,0.713595,0.706238,0.706238,299600,0.058853
1980-06-24,0.706238,0.720952,0.706238,0.713595,291600,0.058853
1980-06-25,0.713595,0.720951,0.706238,0.706238,195000,0.058853
1980-06-26,0.706238,0.713595,0.706238,0.706238,233000,0.058853
1980-06-27,0.706238,0.713595,0.698881,0.706238,156200,0.058853
1980-06-30,0.706238,0.706238,0.691524,0.698881,173400,0.058853
