date,open,high,low,close,volume,adjrate
1973-05-03,0.017985,0.018743,0.017985,0.017985,7200,0.000867
1973-05-04,0.01831,0.018743,0.01831,0.01831,10800,0.000867
1973-05-07,0.01831,0.018743,0.017985,0.017985,43200,0.000867
1973-05-08,0.01831,0.018743,0.01831,0.01831,90000,0.000867
1973-05-09,0.01831,0.019068,0.01831,0.01831,79200,0.000867
1973-05-10,0.01831,0.019068,0.01831,0.01831,10800,0.000867
1973-05-11,0.01831,0.019068,0.01831,0.01831,3600,0.000867
1973-05-14,0.01831,0.019068,0.01831,0.01831,7200,0.000867
1973-05-15,0.01831,0.019068,0.01831,0.01831,7200,0.000867
1973-05-16,0.01831,0.019068,0.01831,0.01831,10800,0.000867
1973-05-17,0.01831,0.019068,0.01831,0.01831,3600,0.000867
1973-05-18,0.01831,0.018743,0.01831,0.01831,54000,0.000867
1973-05-21,0.01831,0.018743,0.01831,0.01831,36000,0.000867
1973-05-22,0.01831,0.019068,0.01831,0.01831,18000,0.000867
1973-05-23,0.018743,0.019068,0.018743,0.018743,7200,0.000867
1973-05-24,0.018743,0.019068,0.01831,0.01831,57600,0.000867
1973-05-25,0.01831,0.019068,0.01831,0.01831,169200,0.000867
1973-05-29,0.01831,0.019068,0.01831,0.01831,18000,0.000867
1973-05-30,0.01831,0.018743,0.01831,0.01831,3600,0.000867
1973-05-31,0.01831,0.018743,0.01831,0.01831,10800,0.000867
1973-06-01,0.01831,0.018743,0.01831,0.01831,54000,0.000867
1973-06-04,0.01831,0.018743,0.01831,0.01831,100800,0.000867
1973-06-05,0.01831,0.018743,0.017985,0.017985,75600,0.000867
1973-06-06,0.017985,0.018743,0.017985,0.017985,36000,0.000867
1973-06-07,0.017985,0.018743,0.017985,0.017985,3600,0.000867
1973-06-08,0.01831,0.018743,0.01831,0.01831,75600,0.000867
1973-06-11,0.01831,0.018743,0.01831,0.01831,10800,0.000867
1973-06-12,0.01831,0.018743,0.01831,0.01831,3600,0.000867
1973-06-13,0.01831,0.018743,0.01831,0.01831,3600,0.000867
1973-06-14,0.01831,0.018743,0.017985,0.017985,3600,0.000867
1973-06-15,0.017985,0.01831,0.017985,0.017985,36000,0.000867
1973-06-18,0.017985,0.01831,0.017985,0.017985,3600,0.000867
1973-06-19,0.017985,0.01831,0.017985,0.017985,7200,0.000867
1973-06-20,0.017985,0.018743,0.017985,0.017985,36000,0.000867
1973-06-21,0.017985,0.01831,0.017985,0.017985,79200,0.000867
1973-06-22,0.017985,0.01831,0.017985,0.017985,3600,0.000867
1973-06-25,0.017985,0.01831,0.017985,0.017985,7200,0.000867
1973-06-26,0.017985,0.01831,0.017985,0.017985,144000,0.000867
1973-06-27,0.017985,0.01831,0.017985,0.017985,36000,0.000867
1973-06-28,0.017985,0.01831,0.017985,0.017985,10800,0.000867
1973-06-29,0.017985,0.01831,0.017985,0.017985,205200,0.000867
1973-07-02,0.017985,0.01831,0.017985,0.017985,7200,0.000867
1973-07-03,0.017985,0.01831,0.017985,0.017985,75600,0.000867
1973-07-05,0.017985,0.01831,0.017985,0.017985,57600,0.000867
1973-07-06,0.017985,0.01831,0.017985,0.017985,7200,0.000867
1973-07-09,0.017985,0.01831,0.017985,0.017985,3600,0.000867
1973-07-10,0.017985,0.01831,0.017985,0.017985,75600,0.000867
1973-07-11,0.01831,0.018743,0.01831,0.01831,25200,0.000867
1973-07-12,0.01831,0.018743,0.01831,0.01831,61200,0.000867
1973-07-13,0.01831,0.018743,0.01831,0.01831,3600,0.000867
1973-07-16,0.01831,0.018743,0.01831,0.01831,79200,0.000867
1973-07-17,0.01831,0.018743,0.01831,0.01831,75600,0.000867
1973-07-18,0.01831,0.018743,0.01831,0.01831,7200,0.000867
1973-07-19,0.01831,0.018743,0.01831,0.01831,7200,0.000867
1973-07-20,0.01831,0.018743,0.01831,0.01831,10800,0.000867
1973-07-23,0.01831,0.018743,0.01831,0.01831,3600,0.000867
1973-07-24,0.01831,0.018743,0.01831,0.01831,3600,0.000867
1973-07-25,0.01831,0.018743,0.01831,0.01831,3600,0.000867
1973-07-26,0.01831,0.018743,0.01831,0.01831,18000,0.000867
1973-07-27,0.01831,0.018743,0.01831,0.01831,3600,0.000867
1973-07-30,0.01831,0.018743,0.01831,0.01831,61200,0.000867
1973-07-31,0.01831,0.018743,0.017985,0.017985,36000,0.000867
1973-08-01,0.017985,0.018743,0.017985,0.017985,3600,0.000867
1973-08-02,0.017985,0.018743,0.017985,0.017985,25200,0.000867
1973-08-03,0.017985,0.018743,0.017985,0.017985,18000,0.000867
1973-08-06,0.017985,0.01831,0.017985,0.017985,7200,0.000867
1973-08-07,0.017985,0.01831,0.017985,0.017985,10800,0.000867
1973-08-08,0.017985,0.01831,0.017985,0.017985,36000,0.000867
1973-08-09,0.017985,0.01831,0.017985,0.017985,3600,0.000867
1973-08-10,0.017985,0.01831,0.017985,0.017985,3600,0.000867
1973-08-13,0.017985,0.01831,0.017985,0.017985,39600,0.000867
1973-08-14,0.017985,0.01831,0.017985,0.017985,3600,0.000867
1973-08-15,0.017985,0.01831,0.017552,0.017552,39600,0.000867
1973-08-16,0.017552,0.017985,0.017552,0.017552,115200,0.000867
1973-08-17,0.017552,0.017985,0.017552,0.017552,3600,0.000867
1973-08-20,0.017552,0.017985,0.017552,0.017552,3600,0.000867
1973-08-21,0.017552,0.017985,0.017552,0.017552,39600,0.000867
1973-08-22,0.017552,0.017985,0.017552,0.017552,10800,0.000867
1973-08-23,0.017552,0.017985,0.017552,0.017552,39600,0.000867
1973-08-24,0.017552,0.017985,0.017552,0.017552,3600,0.000867
1973-08-27,0.017551,0.017985,0.017118,0.017118,36000,0.000867
1973-08-28,0.017118,0.017985,0.017118,0.017118,18000,0.000867
1973-08-29,0.017118,0.017551,0.017118,0.017118,39600,0.000867
1973-08-30,0.017118,0.017551,0.017118,0.017118,25200,0.000867
1973-08-31,0.017118,0.017551,0.017118,0.017118,3600,0.000867
1973-09-04,0.017118,0.017551,0.017118,0.017118,10800,0.000867
1973-09-05,0.017118,0.017551,0.017118,0.017118,115200,0.000867
1973-09-06,0.01831,0.018743,0.01831,0.01831,97200,0.000867
1973-09-07,0.01831,0.019068,0.01831,0.01831,54000,0.000867
1973-09-10,0.01831,0.018743,0.017985,0.017985,82800,0.000867
1973-09-11,0.017985,0.01831,0.017552,0.017552,39600,0.000867
1973-09-12,0.017552,0.01831,0.017552,0.017552,7200,0.000867
1973-09-13,0.017985,0.01831,0.017985,0.017985,18000,0.000867
1973-09-14,0.017985,0.01831,0.017985,0.017985,36000,0.000867
1973-09-17,0.017985,0.018743,0.017985,0.017985,39600,0.000867
1973-09-18,0.017985,0.018743,0.017985,0.017985,7200,0.000867
1973-09-19,0.017985,0.018743,0.017985,0.017985,234000,0.000867
1973-09-20,0.01831,0.018743,0.01831,0.01831,61200,0.000867
