date,open,high,low,close,volume,adjrate
2005-11-16,7.488193,8.488539,7.40371,7.536194,97759000,0.192005
2005-11-17,7.737799,8.016206,6.528168,6.768174,34308500,0.192005
2005-11-18,6.950579,7.094582,6.635691,6.720173,12810000,0.192005
2005-11-21,6.768174,6.904497,6.685612,6.892977,6404000,0.192005
2005-11-22,6.806576,6.808496,6.58577,6.710573,6533000,0.192005
2005-11-23,6.662572,6.710573,6.057756,6.518568,12421000,0.192005
2005-11-25,6.480167,6.61457,6.460967,6.556969,1316000,0.192005
2005-11-28,6.508967,6.508967,6.249761,6.393764,3155000,0.192005
2005-11-29,6.393764,6.430246,6.003995,6.138398,4477500,0.192005
2005-11-30,6.163359,6.22288,6.067357,6.20176,3894500,0.192005
2005-12-01,6.20176,6.758574,6.172959,6.720173,5688500,0.192005
2005-12-02,6.720173,6.969779,6.700972,6.931378,5120000,0.192005
2005-12-05,6.946739,7.190585,6.946739,7.067702,4592500,0.192005
2005-12-06,7.067702,7.221306,6.99858,7.023541,3202500,0.192005
2005-12-07,7.036981,7.036981,6.62417,6.806575,2473000,0.192005
2005-12-08,6.854577,6.96594,6.825776,6.912178,1823500,0.192005
2005-12-09,6.912178,7.0005,6.869937,6.950579,808000,0.192005
2005-12-12,6.99858,7.00818,6.921778,6.99858,953500,0.192005
2005-12-13,6.99666,6.99666,6.818096,6.833456,1843000,0.192005
2005-12-14,6.816175,6.854576,6.681772,6.720173,1422000,0.192005
2005-12-15,6.710572,6.710572,6.460966,6.528168,3273000,0.192005
2005-12-16,6.499368,6.62225,6.432166,6.564649,8170500,0.192005
2005-12-19,6.528168,6.60497,6.501287,6.59921,2242000,0.192005
2005-12-20,6.647211,6.798895,6.604971,6.708653,2423500,0.192005
2005-12-21,6.700972,6.720173,6.63377,6.679852,916500,0.192005
2005-12-22,6.679853,6.679853,6.58577,6.662572,1171000,0.192005
2005-12-23,6.61457,6.660651,6.539688,6.576169,985000,0.192005
2005-12-27,6.62417,6.806575,6.62417,6.768174,1214000,0.192005
2005-12-28,6.768174,6.806575,6.725933,6.735533,581000,0.192005
2005-12-29,6.700973,6.954419,6.700973,6.939059,1076500,0.192005
2005-12-30,6.96018,6.97938,6.806576,6.97938,923500,0.192005
2006-01-03,7.00818,7.344189,6.912178,7.269307,2993000,0.192005
2006-01-04,7.276988,7.276988,6.9813,7.084983,1196500,0.192005
2006-01-05,7.334588,7.630276,7.334588,7.547714,3478500,0.192005
2006-01-06,7.536194,7.756999,7.507393,7.741639,2306500,0.192005
2006-01-09,7.872203,8.503899,7.853003,8.373336,8702000,0.192005
2006-01-10,8.325334,8.985831,8.325334,8.834147,8667500,0.192005
2006-01-11,8.92631,9.254639,8.707424,9.008872,7560000,0.192005
2006-01-12,9.089514,9.187436,8.306134,8.440537,4841500,0.192005
2006-01-13,8.392536,8.56534,8.256213,8.55382,2010500,0.192005
2006-01-17,8.736225,9.024232,8.640222,8.905189,2609500,0.192005
2006-01-18,8.899429,8.899429,8.640222,8.789986,1397500,0.192005
2006-01-19,8.774626,9.177836,8.448217,9.110634,3307000,0.192005
2006-01-20,9.216238,9.294959,8.878309,8.889829,2309500,0.192005
2006-01-23,8.889829,9.181676,8.857188,9.172076,1744500,0.192005
2006-01-24,9.166317,10.251145,9.006952,10.134021,5615000,0.192005
2006-01-25,10.272264,10.592913,9.629047,10.176262,7019000,0.192005
2006-01-26,10.224263,10.397068,10.024578,10.070659,2424000,0.192005
