sym,date,open,high,low,close,volume,adjclose,feat_0,feat_1,feat_2,close_shift,label1,label2,label3,label5,label6,label8,label10,label20,label30,label60
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AMGN,2016-05-04,155.279999,155.860001,153.529999,154.179993,3048400.0,153.171619,28.4520851199,24.2251437438,15.5360907291,,1.00045406021,0.993578991796,1.00797776012,1.0,0.991698021416,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AMGN,2016-05-05,154.130005,156.210007,153.360001,154.25,2325400.0,153.241168,27.7878447012,22.5691360329,15.313568069,,0.993128051864,1.00752028525,1.01938414911,0.99124793517,0.987682372771,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AMGN,2016-05-06,153.490005,154.449997,151.360001,153.190002,3004800.0,152.188103,27.8640623165,25.685160598,14.1816389248,,1.01449182043,1.02643777627,1.006462504,0.994516639539,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AMGN,2016-05-09,153.699997,156.080002,153.020004,155.410004,2990100.0,154.393585,27.0577773153,23.8083515677,17.037683297,,1.01177531017,0.99208538081,0.983849109225,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AMGN,2016-05-10,155.949997,157.5,154.949997,157.240005,2585000.0,156.211618,25.6257500755,22.343184645,19.416110312,,0.980539227279,0.972398811613,0.96890105034,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AMGN,2016-05-11,157.729996,158.25,154.089996,154.179993,2741800.0,153.171619,24.633464215,22.1802350993,17.5217090145,,0.991698021416,0.988130840037,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AMGN,2016-05-12,154.679993,155.0,151.970001,152.899994,2981600.0,151.899991,24.4613344431,25.5774461728,16.2760686178,,0.996402956039,,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AMGN,2016-05-13,151.220001,154.080002,151.220001,152.350006,2357600.0,152.350006,24.5421438843,25.6210044697,15.1791555387,,,,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AES,2016-05-02,11.15,11.37,11.12,11.3,3722700.0,11.3,15.8882566671,21.5082853328,21.5073332711,,0.984955752212,0.987610619469,0.979646017699,0.987610619469,1.01327433628,0.997345132743,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AES,2016-05-03,11.2,11.24,10.95,11.13,4504900.0,11.13,15.492056799,24.0160621384,19.5143795683,,1.00269541779,0.99460916442,0.995507637017,1.02875112309,1.01707097934,1.00269541779,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AES,2016-05-04,11.08,11.22,11.03,11.16,4174500.0,11.16,15.1241569215,22.7819037543,18.5115575813,,0.991935483871,0.992831541219,1.0,1.01433691756,1.00985663082,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AES,2016-05-05,11.24,11.27,11.01,11.07,3340800.0,11.07,14.5140342297,21.1780680785,18.5621897547,,1.00090334237,1.0081300813,1.03432700994,1.01806684734,1.0081300813,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AES,2016-05-06,11.03,11.11,10.95,11.08,3149100.0,11.08,14.2288704505,21.9056284763,17.7347684528,,1.00722021661,1.03339350181,1.02166064982,1.00722021661,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AES,2016-05-09,10.95,11.24,10.8,11.16,4756500.0,11.16,14.6157077026,23.3266452402,15.6665843812,,1.02598566308,1.01433691756,1.00985663082,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AES,2016-05-10,11.2,11.49,11.13,11.45,3419000.0,11.45,13.6529258188,21.1530840587,20.6775693665,,0.98864628821,0.984279475983,0.974672489083,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AES,2016-05-11,11.41,11.47,11.24,11.32,4257300.0,11.32,12.7589140696,19.8786524232,19.4317865543,,0.995583038869,0.985865724382,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AES,2016-05-12,11.39,11.44,11.21,11.27,3460500.0,11.27,12.0775830719,19.4621903763,18.2478223405,,0.990239574091,,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AES,2016-05-13,11.23,11.26,11.07,11.16,3376700.0,11.16,12.1069657734,22.1901032369,17.2628475343,,,,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AEP,2016-05-02,63.599998,64.419998,63.41,64.360001,5028000.0,63.806793,23.6719150946,25.6158069831,22.0899364633,,1.00217524857,1.0160036977,1.01227472013,1.0144499687,1.01072097559,1.02019892759,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AEP,2016-05-03,64.32,64.699997,64.07,64.5,4468600.0,63.945589,22.2132630217,24.5588047553,23.0123677059,,1.01379843411,1.01007755039,1.00093020155,1.00852717829,1.01100773643,1.01720931783,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AEP,2016-05-04,64.379997,65.709999,64.169998,65.389999,3535900.0,64.827938,21.3550210309,22.152464109,27.1837050432,,0.996329759846,0.987306912178,0.998470744739,0.997247285476,1.00412914825,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AEP,2016-05-05,65.190002,65.959999,64.779999,65.150002,2817300.0,64.590003,20.773322343,20.4953553218,26.7350813854,,0.990943914323,1.00214887177,0.99846509598,1.00782811948,1.00706061375,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AEP,2016-05-06,64.589996,64.779999,63.650002,64.559998,3185300.0,64.559998,19.4812372395,25.5893844725,24.2515875448,,1.01130735785,1.00758991659,1.01006816946,1.01626398749,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AEP,2016-05-09,64.620003,65.379997,64.32,65.290001,3918500.0,65.290001,18.4430951265,23.8998218222,26.3876685095,,0.996324123199,0.99877466689,1.00566706991,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AEP,2016-05-10,65.540001,65.559998,64.919998,65.050003,2538300.0,65.050003,17.6383054563,22.9160068545,26.4591906513,,1.00245958482,1.00937741694,1.00860873135,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AEP,2016-05-11,65.050003,65.339996,64.529999,65.209999,2082400.0,65.209999,16.4938877358,24.2564689979,25.053544342,,1.00690085887,1.00613405929,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AEP,2016-05-12,65.120003,65.849998,64.779999,65.660004,2144400.0,65.660004,15.9096357795,22.5520726033,26.6422672934,,0.999238455727,,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AEP,2016-05-13,65.57,65.800003,64.919998,65.610001,2708700.0,65.610001,15.3671161059,21.2307902441,25.0813483303,,,,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\CTL,2016-05-02,31.190001,31.5,30.85,31.48,7662000.0,31.48,16.995984862,23.1240571505,16.2295187136,,0.971410419314,0.983481543837,0.895806893266,0.896124491741,0.912642947903,0.904066041931,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\CTL,2016-05-03,30.969999,31.0,30.23,30.58,7586900.0,30.58,18.0201504298,26.768583821,13.9954561105,,1.0124263898,0.922171386527,0.933289764552,0.9395029431,0.925768443427,0.911706965337,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\CTL,2016-05-04,30.459999,31.25,30.450001,30.959999,6617700.0,30.959999,18.3351190875,24.44897638,15.4906364037,,0.910852774898,0.921834687398,0.911175707725,0.91440568199,0.919250643387,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\CTL,2016-05-05,29.389999,29.459999,28.07,28.200001,20519000.0,28.200001,20.8996794775,39.0479070794,11.5850924274,,1.01205673716,1.00035453899,1.01879429011,1.00921978691,0.98865241175,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\CTL,2016-05-06,28.16,28.68,27.610001,28.540001,9445000.0,28.540001,23.538107806,39.4080500942,10.5268590781,,0.988437211337,1.00665728778,0.991941065454,0.976874492751,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\CTL,2016-05-09,28.540001,28.540001,27.809999,28.209999,6036400.0,28.209999,25.9880769681,36.929590761,9.86480165407,,1.01843321583,1.00354484238,1.00886210595,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\CTL,2016-05-10,28.559999,28.790001,28.290001,28.73,5924500.0,28.73,27.7306022537,35.043780779,11.5621259408,,0.985381099896,0.990602123216,0.970414166377,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\CTL,2016-05-11,28.790001,28.82,28.26,28.309999,3882300.0,28.309999,29.3701610021,33.5470046443,10.9791694497,,1.00529848129,0.984811020304,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\CTL,2016-05-12,28.5,28.709999,28.24,28.459999,3940800.0,28.459999,30.9078833139,32.2703230875,10.5006409102,,0.979620519312,,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\CTL,2016-05-13,28.43,28.530001,27.860001,27.879999,4105900.0,27.879999,32.62159907,33.8034543644,9.84209158303,,,,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\DO,2016-05-02,24.969999,25.200001,23.309999,24.540001,4369600.0,24.540001,13.9167614605,17.5591162676,21.8164891586,,0.973920090712,0.962102691031,0.964547637956,0.945395275249,0.961695152335,0.985330033198,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\DO,2016-05-03,24.34,24.48,23.440001,23.9,2848000.0,23.9,13.6950077382,16.4161622684,20.3964152122,,0.987866150628,0.990376569038,1.03765686192,0.987447698745,1.00334728033,0.983263598326,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\DO,2016-05-04,24.0,24.639999,23.139999,23.610001,2725000.0,23.610001,13.09832701,16.7288609575,18.6168438417,,1.0025412536,1.05040228503,0.982634477652,1.01567128269,1.0241422692,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\DO,2016-05-05,24.25,24.440001,23.370001,23.67,2839600.0,23.67,12.5442663338,15.6780358949,17.4474249468,,1.04773971272,0.980143683988,0.997042670046,1.02154626109,0.99281791297,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\DO,2016-05-06,23.4,25.059999,23.290001,24.799999,2635700.0,24.799999,12.7451917228,14.1001961669,19.2167541116,,0.935483949011,0.951612941597,0.96693552286,0.94758068337,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\DO,2016-05-09,24.52,24.52,22.790001,23.200001,1983300.0,23.200001,12.2383009895,15.2810726211,17.1107992368,,1.01724133546,1.0336206451,1.04224133439,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\DO,2016-05-10,23.440001,24.1,23.4,23.6,1671100.0,23.6,11.7676167371,14.5140826173,16.2519713065,,1.01610169492,1.02457627119,0.995762711864,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\DO,2016-05-11,23.51,24.23,23.280001,23.98,2029600.0,23.98,11.4973489361,13.7306651595,16.1133736844,,1.00834028357,0.979983319433,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\DO,2016-05-12,24.32,24.690001,23.66,24.18,2258400.0,24.18,11.8128354777,12.9166143209,17.8058340735,,0.971877584781,,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\DO,2016-05-13,24.07,24.59,23.48,23.5,1522600.0,23.5,11.815626275,13.1290328481,16.6595475914,,,,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\EIX,2016-05-02,70.779999,71.690002,70.389999,71.440002,2151700.0,71.440002,23.1646576843,16.9558350197,25.7234775406,,1.0032194288,1.01847704316,1.01203808757,1.01609733997,0.998320240809,1.00699887998,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\EIX,2016-05-03,71.260002,71.940002,70.489998,71.669998,2440000.0,71.669998,23.1881413153,15.4782762992,24.984329721,,1.01520865118,1.00879035883,1.00446490873,0.995116533978,1.0041858938,0.996372345371,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\EIX,2016-05-04,71.480003,73.150002,71.260002,72.760002,2327100.0,72.760002,24.0960950082,13.7913031874,29.2389436433,,0.993677858887,0.989417207548,0.997663469003,0.989142372481,0.988730071778,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\EIX,2016-05-05,72.760002,73.25,71.879997,72.300003,1572000.0,72.300003,25.0043331657,12.7099356802,27.5186547813,,0.995712240842,1.00401096802,0.986445325597,0.995020733263,0.987690194148,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\EIX,2016-05-06,72.25,72.25,71.18,71.989998,1644700.0,71.989998,24.9011513222,15.9250657874,25.7416570977,,1.00833446335,0.99069317935,0.999722225301,0.991943408583,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\EIX,2016-05-09,72.129997,72.660004,71.849998,72.589996,909000.0,72.589996,25.1197250623,15.1624884778,26.9328408272,,0.982504531341,0.991458947043,0.99104568073,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\EIX,2016-05-10,72.629997,72.629997,70.830002,71.32,3145900.0,71.32,24.1011431756,19.4296978748,24.1637641713,,1.00911386708,1.00869324173,1.0012619742,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\EIX,2016-05-11,71.599998,72.019997,71.169998,71.970001,2208400.0,71.970001,23.155317138,18.4642765034,22.9631168687,,0.99958317355,0.992219021923,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\EIX,2016-05-12,71.959999,72.300003,71.599998,71.940002,1865300.0,71.940002,22.5369144648,17.6849454248,23.68222535,,0.992632777519,,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\EIX,2016-05-13,71.870003,71.989998,71.129997,71.410004,1460900.0,71.410004,21.4007678148,19.6400874129,22.4296750378,,,,,,,,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AET,2016-05-02,113.260002,114.839996,112.900002,113.849998,2114100.0,113.849998,12.8801416049,18.3465236276,20.7726727956,,1.00193238475,0.993061045113,1.00017571366,1.00070269654,1.00535793597,0.953886692207,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AET,2016-05-03,113.459999,114.93,113.300003,114.07,1777600.0,114.07,12.4567013613,17.3554046681,19.9487837096,,0.991145770141,0.998246716928,0.989041816429,1.00341894451,0.984132567722,0.945910423424,,,,
C:\pythonwp\pytrade\strategy_mining\..\data\yeod\AET,2016-05-04,113.050003,113.970001,112.300003,113.059998,1926400.0,113.059998,11.7374658311,19.6812420664,18.7634128607,,1.00716438187,0.99787725098,1.00769504701,0.992924146346,0.960551918637,,,,,
